-2.240543602987998539e-01,-3.708448165764712257e-01,1.877562605797723938e+00
-2.241112490711604788e-01,-3.708982868750346773e-01,1.877946990851159459e+00
-2.214351161034825433e-01,-3.698548079611038153e-01,1.838326539153748218e+00
-1.551881906692232638e-01,-3.662806635211436901e-01,1.451313750749599008e+00
-2.332673765802091848e-01,-3.592350647186385859e-01,1.465228022316488410e+00
-2.106746245231315151e-01,-2.402785566926058658e-01,1.350336927563992928e+00
-2.085653374015739858e-01,-2.174471438780951893e-01,1.312548749705888973e+00
-2.089126085406549094e-01,-2.212372613755159145e-01,1.319072964619420141e+00
-2.171369824719518171e-01,-3.171469998961019554e-01,1.507783178085771114e+00
-2.475303848461258283e-01,-4.172487981370162080e-01,1.564851342782389354e+00
-2.486195008196029899e-01,-4.148662537648213910e-01,1.593257101088815686e+00
-2.504820073055995522e-01,-4.018689718201844396e-01,1.589897362208328779e+00
-2.498262571996193726e-01,-3.955826316275971588e-01,1.592269688467331301e+00
-2.521662295425358691e-01,-3.919081188806036176e-01,1.616964840856973673e+00
-2.226609958430192382e-01,-3.976661408598781700e-01,1.641018041045146036e+00
-2.220404931307368435e-01,-3.988891213421431048e-01,1.647208517942085004e+00
-2.187038746139057521e-01,-3.975361725667102553e-01,1.656375998165722896e+00
-2.204176731813969614e-01,-3.946763717443508845e-01,1.633492910078763183e+00
-2.528365458356207074e-01,-3.858363748460506004e-01,1.514734132961259361e+00
-2.624613478616575346e-01,-3.746269576433226556e-01,1.435162845247935914e+00
-2.509758587309553479e-01,-3.631747169008648357e-01,1.401635354263477851e+00
-2.450678604729230603e-01,-3.586172958662239840e-01,1.391237232363646159e+00
-2.378231695092664910e-01,-3.560603718643295390e-01,1.379300172121756818e+00
-2.289176487387651893e-01,-3.546991288455177416e-01,1.377097946899036973e+00
-2.248083705428671752e-01,-3.529561330314907042e-01,1.377174564070728024e+00
-2.226726814043994973e-01,-3.519455231725192590e-01,1.376671449657996371e+00
-2.196539212648163375e-01,-3.553534775478654484e-01,1.390690367589598742e+00
-2.223676669883838941e-01,-3.607097876170750061e-01,1.416492498503254760e+00
-2.334414432287496843e-01,-3.658333034078093404e-01,1.453270649496661182e+00
-2.410293972533242846e-01,-3.728239079162458669e-01,1.498843722014409741e+00
