-2.805424023902869032e-02,-1.736397327269178755e-03,4.553368794813769660e-02
-2.784479405433749888e-02,-1.153040146691622315e-03,4.554519905306760041e-02
2.033609281161897347e-02,-1.202421105751190905e-01,4.678239540259902102e-02
1.932873209836307726e-01,-1.413029384040041248e-01,5.910190767942333917e-02
3.010350915252485993e-01,-7.371836012450222464e-02,5.065074984131346519e-02
5.149264616688483676e-01,-6.195589193614749884e-02,5.420293022432538799e-02
5.646954312844869595e-01,-5.708334789180079250e-02,5.722395190754245992e-02
5.573322336571258084e-01,-5.883281635821936695e-02,5.650072259902556154e-02
2.914521578081655795e-01,-7.202379277701248528e-02,4.654869207763982775e-02
-2.267888911690534026e-01,-3.565436270608058483e-02,2.794032142883406261e-02
-1.599871137605076710e-01,-2.830613371134715894e-02,1.232836298285401068e-02
-1.403132232595780404e-01,-3.023152163013059779e-02,1.224913035352687314e-02
-1.409819628680483439e-01,-4.012704788997329547e-02,1.184462765957386768e-02
-1.026479634418734632e-01,1.920764780498353252e-01,3.378950815496026966e-02
-7.123445720433171924e-02,3.710558647932313270e-01,7.549461701340054454e-02
-6.373371041600406350e-02,3.974427964473645214e-01,8.208064073548411443e-02
-5.921932553846825237e-02,4.275326081646250165e-01,8.051826320450128360e-02
-5.226407774534272410e-02,3.608756282617483491e-01,7.862327431614710149e-02
-6.697099324743514825e-03,-5.570408609604005079e-02,2.571928088425682116e-02
3.922349087509310992e-04,-3.381235010114740369e-01,-2.361231548798485916e-02
1.302402351257804340e-02,-4.933435206278633522e-01,-5.789922262585901064e-02
2.871682815171879358e-02,-5.715961725286243800e-01,-7.163653042636176915e-02
3.904762675176971787e-02,-6.335486559316780841e-01,-7.728524383055404567e-02
4.844190415994772958e-02,-6.907544072180387129e-01,-7.943496407631243927e-02
5.565841240273054769e-02,-7.076233929446419380e-01,-7.977957416950878788e-02
5.791833648113462601e-02,-7.095753165794309592e-01,-8.161947978043966601e-02
5.878401631358368129e-02,-6.742719720048264698e-01,-6.927846974865674301e-02
5.867690360453872017e-02,-5.745818293480738914e-01,-5.094092398305610087e-02
5.857694677046283022e-02,-4.029174185913454997e-01,-1.763135632303110961e-02
7.571533710813319051e-02,-2.374394069461449042e-01,9.064987458915910526e-03
